Date,Fund,Ticker,Type,Qty/Par Value, Exec Price ,,,,,,,,,,,,,,,,,,,,,
6/26/2025,WDTE,SPXW  250627P06155000,SS,121, 20.25 ,,,,,,,,,,,,,,,,,,,,,
6/26/2025,WDTE,SPXW  250626P06100000,BC,119, EXPIRED ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2025,QQQY,NDXP  250627P22500000,SS,77, 90.00 ,,,,,,,,,,,,,,,,,,,,,
6/26/2025,QQQY,NDXP  250626P22270000,BC,77, EXPIRED ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2025,IWMY,RUTW  250627P02175000,SS,575, 9.72 ,,,,,,,,,,,,,,,,,,,,,
6/26/2025,IWMY,RUTW  250626P02145000,BC,585, EXPIRED ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2025,SPYT,4SPX  250627C06141020,SS,205, 15.35 ,,,,,,,,,,,,,,,,,,,,,
6/26/2025,SPYT,4SPX  250627C06153300,B,205, 9.95 ,,,,,,,,,,,,,,,,,,,,,
6/26/2025,SPYT,4SPX  250626C06092160,BC,207, EXPIRED ,,,,,,,,,,,,,,,,,,,,,
6/26/2025,SPYT,4SPX  250626C06104340,S ,207, EXPIRED ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2025,QQQT,4NDX  250627C22447290,SS,13, 71.83 ,,,,,,,,,,,,,,,,,,,,,
6/26/2025,QQQT,4NDX  250627C22492180,B,13, 51.18 ,,,,,,,,,,,,,,,,,,,,,
6/26/2025,QQQT,4NDX  250626C22237740,BC,13, EXPIRED ,,,,,,,,,,,,,,,,,,,,,
6/26/2025,QQQT,4NDX  250626C22282220,S ,13, EXPIRED ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
